material,formula,n_atoms,energy_eV,energy_per_atom_eV,K_GPa,G_GPa,E_GPa,poisson_ratio,KG_ratio,ductile_brittle,time_seconds
mp-1211145,Li2 Sm2 Mo4 O16,24,-172.023,-7.1676,182.4,46.98,129.79,0.3814,3.88,Ductile,2.29
mp-1211147,Li2 Pr2 Mo4 O16,24,-171.7888,-7.1579,159.72,45.67,125.08,0.3695,3.5,Ductile,2.76
mp-1211168,Li8 Be6 P6 I2 O24,46,-303.1199,-6.5896,125.26,74.51,186.54,0.2518,1.68,Brittle,1.09
mp-1211170,Li4 Ho24 B12 O56,96,-783.5906,-8.1624,145.79,75.92,194.07,0.2781,1.92,Ductile,2.51
mp-1211174,Li2 Nd2 Mo4 O16,24,-171.8779,-7.1616,155.1,44.42,121.65,0.3693,3.49,Ductile,2.0
mp-1211183,Li4 Tm24 B12 O56,96,-783.4968,-8.1614,153.79,79.2,202.8,0.2802,1.94,Ductile,2.6
mp-1211213,Li12 Tb12 Te8 O48,80,-528.6918,-6.6086,129.55,68.84,175.45,0.2743,1.88,Ductile,1.96
mp-1211214,Li8 Be6 As6 Br2 O24,46,-277.1979,-6.026,98.03,55.82,140.74,0.2607,1.76,Ductile,2.07
mp-1211215,Li8 Nd4 N20 O60,92,-588.0816,-6.3922,120.11,66.16,167.7,0.2673,1.82,Ductile,3.66
mp-1211226,Li12 Y12 Te8 O48,80,-549.7526,-6.8719,140.42,71.15,182.62,0.2833,1.97,Ductile,1.34
mp-1211228,Li12 Sm8 B12 O36,68,-504.9432,-7.4256,135.45,73.1,185.87,0.2713,1.85,Ductile,2.91
mp-1211233,Li4 Dy24 B12 O56,96,-783.2636,-8.159,152.91,75.43,194.34,0.2882,2.03,Ductile,2.73
mp-1211241,Li4 Nd24 B12 O56,96,-776.834,-8.092,139.91,65.23,169.36,0.2982,2.14,Ductile,2.68
mp-1211248,Li12 Tm12 Te8 O48,80,-528.2788,-6.6035,143.43,74.0,189.41,0.2799,1.94,Ductile,1.63
mp-1211252,Li8 La4 N20 O60,92,-590.0874,-6.414,120.39,67.31,170.21,0.2644,1.79,Ductile,3.12
mp-1211256,Li12 Sm12 Te8 O48,80,-527.6338,-6.5954,136.38,67.36,173.51,0.288,2.02,Ductile,1.39
mp-1211286,Li12 Y8 B12 O36,68,-519.0954,-7.6338,138.93,78.16,197.46,0.2631,1.78,Ductile,2.76
mp-1211322,Li8 Sm4 N20 O60,92,-587.7894,-6.389,128.92,70.23,178.32,0.2695,1.84,Ductile,5.58
mp-1211386,Li12 Pr12 Te8 O48,80,-525.3708,-6.5671,150.64,69.53,180.78,0.3,2.17,Ductile,2.52
mp-1211486,Li4 Pr24 B12 O56,96,-774.8058,-8.0709,143.53,67.38,174.78,0.297,2.13,Ductile,2.75
mp-1211498,K4 Li12 Si4 O16,36,-210.8772,-5.8577,95.45,64.98,158.89,0.2226,1.47,Brittle,2.07
mp-1211510,K2 Li2 Sm4 Mo8 O32,48,-343.512,-7.1565,145.62,42.83,117.02,0.3661,3.4,Ductile,2.02
mp-1211542,Li12 Ho12 Te8 O48,80,-528.547,-6.6068,142.48,72.22,185.35,0.2832,1.97,Ductile,1.62
mp-1211546,K4 Li12 Ti4 O16,36,-222.0764,-6.1688,85.26,44.05,112.73,0.2796,1.94,Ductile,2.07
mp-1211563,K2 Li2 Er4 Mo8 O32,48,-343.6203,-7.1588,150.84,47.23,128.29,0.3583,3.19,Ductile,2.27
mp-1211571,K2 Li2 Dy4 Mo8 O32,48,-343.5942,-7.1582,149.14,46.56,126.51,0.3586,3.2,Ductile,2.41
mp-1211585,K4 Li4 Gd4 F20,32,-217.8212,-6.8069,85.85,38.35,100.13,0.3056,2.24,Ductile,2.3
mp-1211586,K2 Li2 Y4 Mo8 O32,48,-350.2813,-7.2975,157.99,43.8,120.29,0.3731,3.61,Ductile,2.39
mp-1211593,Li4 Er24 B12 O56,96,-783.6424,-8.1629,150.08,76.94,197.14,0.2811,1.95,Ductile,2.73
mp-1211607,Li12 La8 B12 O36,68,-508.1726,-7.4731,115.92,62.52,158.98,0.2714,1.85,Ductile,2.63
mp-1211646,Li12 Lu12 Te8 O48,80,-528.5244,-6.6066,138.01,74.46,189.33,0.2714,1.85,Ductile,1.66
mp-1211661,K2 Li2 Lu4 Mo8 O32,48,-343.4812,-7.1559,156.58,48.32,131.44,0.3601,3.24,Ductile,2.15
mp-1211688,K2 Li2 Ho4 Mo8 O32,48,-343.4379,-7.155,156.06,46.99,128.11,0.3632,3.32,Ductile,2.26
mp-1211713,K2 Li2 Tb4 Mo8 O32,48,-343.6908,-7.1602,145.0,45.97,124.73,0.3566,3.15,Ductile,2.09
mp-1211810,K2 Li2 Tm4 Mo8 O32,48,-343.1709,-7.1494,154.06,46.48,126.71,0.3629,3.31,Ductile,1.81
mp-1211965,K12 Li12 Mo12 O48,84,-521.6759,-6.2104,79.57,29.7,79.24,0.334,2.68,Ductile,0.8
mp-1218231,Sr3 Li3 Y6 B9 O27,48,-384.3682,-8.0077,130.39,70.97,180.21,0.2697,1.84,Ductile,0.91
mp-1220781,Na1 Li3 V4 O12,20,-135.4199,-6.771,123.36,42.31,113.91,0.3461,2.92,Ductile,1.77
mp-1220817,Na1 Li3 Ga4 Si8 O24,40,-279.8582,-6.9965,183.89,110.05,275.25,0.2505,1.67,Brittle,0.8
mp-1220829,Na5 Li3 V8 O24,40,-268.7484,-6.7187,114.33,40.13,107.78,0.3429,2.85,Ductile,2.01
mp-1220982,Na1 Li1 Ga2 Si4 O12,20,-139.4918,-6.9746,179.94,109.58,273.26,0.2469,1.64,Brittle,1.77
mp-1221048,Na2 Li2 V4 O12,20,-135.0277,-6.7514,109.13,38.22,102.68,0.3432,2.86,Ductile,1.2
mp-1221200,Na8 Li8 Mn2 Fe6 P8 O32 F8,72,-456.8886,-6.3457,116.29,62.76,159.57,0.2713,1.85,Ductile,0.93
mp-1221217,Na3 Li1 V4 O12,20,-134.0077,-6.7004,113.1,39.28,105.61,0.3444,2.88,Ductile,1.57
mp-1221279,Na3 Li1 Ga4 Si8 O24,40,-278.221,-6.9555,182.19,110.12,274.96,0.2485,1.65,Brittle,0.8
mp-1222289,Li1 Tb1 W2 O8,12,-88.9046,-7.4087,170.15,54.63,148.05,0.355,3.11,Ductile,0.41
mp-1222323,Li1 Nd1 W2 O8,12,-88.7712,-7.3976,158.66,48.46,131.94,0.3614,3.27,Ductile,0.48
mp-1222327,Li1 Nd1 Mo2 O8,12,-86.0208,-7.1684,141.81,42.66,116.31,0.3633,3.32,Ductile,0.45
mp-1222331,Li1 Y1 Mo2 O8,12,-87.7606,-7.3134,174.89,45.42,125.41,0.3805,3.85,Ductile,0.58
mp-1222332,Li1 Gd1 W2 O8,12,-98.0331,-8.1694,173.36,51.55,140.71,0.3647,3.36,Ductile,0.7
mp-1222340,Li1 Sm1 W2 O8,12,-88.8274,-7.4023,163.75,49.56,135.06,0.3625,3.3,Ductile,0.55
mp-1222344,Li2 Ta2 Ge2 O10,16,-123.4546,-7.7159,162.94,71.24,186.54,0.3092,2.29,Ductile,1.16
mp-1222350,Li2 Mg2 S2 O8 F2,16,-94.3757,-5.8985,125.8,79.93,197.88,0.2378,1.57,Brittle,0.79
mp-1222355,Li4 Nd4 O8,16,-110.7492,-6.9218,127.41,60.28,156.2,0.2957,2.11,Ductile,1.18
mp-1222376,Li2 Zn2 B2 O6,12,-74.1424,-6.1785,134.87,70.24,179.56,0.2781,1.92,Ductile,2.37
mp-1222389,Li2 Fe2 S2 O8 F2,16,-96.1003,-6.0063,118.63,60.29,154.67,0.2827,1.97,Ductile,1.38
mp-1222426,Li1 C1 N1 O1,4,-28.4475,-7.1119,75.79,42.56,107.54,0.2635,1.78,Ductile,0.9
mp-1222444,Li3 Al3 Si3 O12,21,-151.608,-7.2194,136.76,75.97,192.3,0.2656,1.8,Ductile,0.47
mp-1222447,Li2 P10 Pb4 O30,46,-317.0869,-6.8932,124.39,74.6,186.52,0.2501,1.67,Brittle,1.07
mp-1222469,Li1 Al1 Si2 O6,10,-74.275,-7.4275,144.29,80.32,203.24,0.2652,1.8,Ductile,0.43
mp-1222477,Li6 V6 Zn6 O24,42,-261.1901,-6.2188,111.21,42.14,112.24,0.3318,2.64,Ductile,1.02
mp-1222478,Li6 S2 N2 O6,16,-90.2469,-5.6404,105.4,77.22,186.19,0.2056,1.36,Brittle,1.22
mp-1222486,Li5 Al1 Si2 O8,16,-104.9412,-6.5588,122.94,80.11,197.44,0.2323,1.53,Brittle,0.64
mp-1222492,Li3 Er1 Br6,10,-36.9151,-3.6915,31.87,11.93,31.81,0.3336,2.67,Ductile,0.65
mp-1222512,Li4 Zr3 O8,15,-114.5602,-7.6373,152.1,68.09,177.75,0.3052,2.23,Ductile,0.44
mp-1222519,Li2 Fe6 Si2 P2 O16,28,-196.564,-7.0201,142.39,64.28,167.62,0.3038,2.22,Ductile,1.39
mp-1222525,Li6 Al6 Ge6 O24,42,-277.8152,-6.6146,150.36,86.48,217.7,0.2587,1.74,Brittle,0.69
mp-1222537,Li2 Zr10 Tl2 F44,58,-381.0736,-6.5702,126.86,57.08,148.9,0.3044,2.22,Ductile,1.04
mp-1222539,Li4 Sc3 In1 Si8 O24,40,-303.2206,-7.5805,166.84,97.72,245.28,0.255,1.71,Brittle,1.98
mp-1222552,Li8 Zn2 In4 F24,38,-175.7633,-4.6253,88.78,37.98,99.71,0.3128,2.34,Ductile,1.69
mp-1222553,Li3 Al3 Si3 O12,21,-151.1591,-7.1981,133.86,77.72,195.35,0.2568,1.72,Brittle,0.77
mp-1222561,Li10 Ga2 Ge4 O16,32,-186.1452,-5.817,110.83,64.9,162.91,0.255,1.71,Brittle,1.26
mp-1222563,Li4 Sc3 In1 Si8 O24,40,-303.2262,-7.5807,161.44,98.3,245.14,0.2469,1.64,Brittle,0.89
mp-1222565,Li8 B14 Cl2 O24,48,-345.1722,-7.1911,147.42,84.73,213.32,0.2588,1.74,Brittle,2.06
mp-1222575,Li4 Sc1 In3 Si8 O24,40,-285.7526,-7.1438,164.22,97.13,243.41,0.253,1.69,Brittle,1.1
mp-1222577,Li2 Al2 Ni6 O10,20,-110.331,-5.5165,173.3,77.62,202.61,0.3051,2.23,Ductile,0.58
mp-1222598,Li12 As4 O16,32,-181.8302,-5.6822,123.29,66.26,168.58,0.2721,1.86,Ductile,1.01
mp-1222669,Li2 I1 Br1,4,-12.5541,-3.1385,20.21,6.74,18.21,0.3499,3.0,Ductile,0.61
mp-1222672,Li2 Mg2 Al2 Mo6 O24,36,-248.3676,-6.8991,133.9,50.02,133.43,0.3339,2.68,Ductile,1.98
mp-1222711,Li2 Ge1 Te1 O6,10,-57.1176,-5.7118,133.72,75.08,189.73,0.2635,1.78,Ductile,1.67
mp-1222720,Li2 Al2 Si1 O6,11,-76.9097,-6.9918,123.85,74.35,185.87,0.2499,1.67,Brittle,1.11
mp-1222739,Li4 Mg2 Br8,14,-45.0602,-3.2186,30.18,11.81,31.35,0.3269,2.56,Ductile,1.61
mp-1222742,Li8 Mg4 Si4 O16,32,-205.7153,-6.4286,118.14,78.09,191.98,0.2292,1.51,Brittle,2.52
mp-1222820,Li8 Mg4 Ge4 O16,32,-189.031,-5.9072,105.39,64.45,160.61,0.246,1.64,Brittle,1.46
mp-1222859,Li2 La3 Nd1 Sb2 O12,20,-143.4195,-7.171,146.16,61.82,162.54,0.3147,2.36,Ductile,2.26
mp-1222860,Li28 Mn4 B12 O36,80,-519.3877,-6.4923,85.26,51.49,128.59,0.2487,1.66,Brittle,1.49
mp-1222872,Li2 Zr4 As3 P3 O24,36,-271.9818,-7.555,142.97,75.94,193.56,0.2744,1.88,Ductile,1.17
mp-1222932,Li7 Ho3 Mo8 O32,50,-346.9953,-6.9399,149.85,44.43,121.3,0.3651,3.37,Ductile,5.26
mp-1223005,Li12 Fe4 Ni8 P12 O48,84,-541.8068,-6.4501,142.72,79.59,201.34,0.2649,1.79,Ductile,2.37
mp-1223044,Li12 Zn4 Fe8 P12 O48,84,-554.362,-6.5995,150.24,78.15,199.8,0.2784,1.92,Ductile,1.92
mp-1223441,K1 Ba1 Li1 Zn1 F6,10,-47.8708,-4.7871,67.24,30.92,80.42,0.3007,2.17,Ductile,0.5
mp-1223569,Li4 Zr8 V3 P9 O48,72,-573.9522,-7.9716,148.14,78.57,200.3,0.2747,1.89,Ductile,1.24
mp-1223743,Li4 Zr8 As6 P6 O48,72,-544.7035,-7.5653,142.17,78.1,198.03,0.2678,1.82,Ductile,2.3
mp-1228762,Ba2 Li3 Ho3 W8 O32,48,-354.3268,-7.3818,167.44,53.78,145.73,0.3549,3.11,Ductile,3.49
mp-1239225,Li14 Si2 P2 O16,34,-207.1968,-6.094,108.8,72.61,178.19,0.227,1.5,Brittle,9.76
mp-1248621,Li16 Co8 Si8 O32,64,-410.6432,-6.4163,114.06,55.56,143.4,0.2905,2.05,Ductile,1.36
mp-1251093,Li16 Al8 Fe8 O32,64,-403.9895,-6.3123,110.08,54.8,140.99,0.2865,2.01,Ductile,0.73
mp-1259488,Li4 Fe4 Si8 O24,40,-286.9065,-7.1727,125.2,64.31,164.72,0.2807,1.95,Ductile,0.84
mp-1260096,Li6 Fe6 Si6 O24,42,-287.8412,-6.8534,105.27,57.23,145.34,0.2699,1.84,Ductile,0.89
mp-1261461,Li8 Si16 Ni4 O40,68,-475.7724,-6.9967,118.92,72.76,181.3,0.2459,1.63,Brittle,1.45
mp-1262735,Li8 Co4 Si12 O32,56,-393.3594,-7.0243,123.78,73.93,184.97,0.2509,1.67,Brittle,0.78
mp-1263073,Li4 Mn2 Si4 O12,22,-156.8991,-7.1318,147.84,76.54,195.82,0.2792,1.93,Ductile,1.15
mp-1264218,Li8 Mn8 Si12 O36,64,-471.3392,-7.3647,112.78,63.08,159.5,0.2643,1.79,Ductile,0.69
mp-1264368,Li8 Co4 Si16 O40,68,-488.2636,-7.1803,116.91,72.25,179.73,0.2438,1.62,Brittle,2.11
mp-1265127,Li12 Si18 Ni12 O54,96,-631.9209,-6.5825,139.04,80.94,203.36,0.2562,1.72,Brittle,2.23
mp-1265272,Li2 Mg2 Al6 S12 O48,70,-447.6798,-6.3954,157.91,106.51,260.87,0.2247,1.48,Brittle,2.02
mp-1265539,Li8 Fe4 Si4 O16,32,-210.9063,-6.5908,126.44,64.24,164.81,0.2828,1.97,Ductile,0.98
mp-1266318,Li8 Fe8 Si16 O48,80,-574.2166,-7.1777,137.97,72.72,185.57,0.2758,1.9,Ductile,0.92
mp-1266684,Li8 Si8 Bi8 O32,56,-364.704,-6.5126,100.76,48.18,124.66,0.2938,2.09,Ductile,1.26
mp-1268159,Li8 Fe8 Si12 O36,64,-452.3036,-7.0672,122.3,66.65,169.21,0.2694,1.84,Ductile,1.15
mp-1272755,Li8 Fe4 O8,20,-110.6297,-5.5315,113.68,42.58,113.57,0.3335,2.67,Ductile,0.61
mp-1273461,Li16 Si8 Ni4 O28,56,-351.3039,-6.2733,118.39,58.93,151.63,0.2865,2.01,Ductile,1.95
mp-1275809,Li2 Fe2 W2 Cl2 O8,16,-101.085,-6.3178,96.25,28.46,77.73,0.3654,3.38,Ductile,1.32
mp-1291335,Li6 Fe6 B6 O18,36,-248.9528,-6.9154,105.95,45.63,119.71,0.3117,2.32,Ductile,1.55
mp-1295198,Li4 Fe4 Si4 O14,26,-178.0745,-6.849,86.39,40.58,105.26,0.2969,2.13,Ductile,0.88
mp-1296460,Li8 Si4 Ni4 O16,32,-194.8159,-6.088,116.72,58.35,150.05,0.2857,2.0,Ductile,0.88
mp-1301965,Li4 Fe4 P4 O16,28,-189.6898,-6.7746,97.57,49.87,127.83,0.2816,1.96,Ductile,0.5
mp-1302404,Li8 Si4 Ni4 O16,32,-194.8312,-6.0885,117.0,58.24,149.85,0.2865,2.01,Ductile,0.64
mp-1305316,Li1 Fe1 P3 O9,14,-97.9222,-6.9944,101.38,61.6,153.67,0.2474,1.65,Brittle,0.78
mp-1371141,Li6 Mn6 F18,30,-172.8796,-5.7627,64.77,24.27,64.73,0.3334,2.67,Ductile,1.75
mp-1567455,Li4 Co2 C4 O12,22,-148.8835,-6.7674,85.05,53.05,131.76,0.2418,1.6,Brittle,0.6
mp-1568135,Li4 Fe2 C4 O12,22,-151.7622,-6.8983,91.56,53.29,133.89,0.2563,1.72,Brittle,0.92
mp-1568351,Li4 Cr4 P8 O28,44,-315.341,-7.1668,192.42,92.58,239.36,0.2927,2.08,Ductile,2.14
mp-1568601,Li12 Ni2 O8,22,-104.2461,-4.7385,71.81,44.24,110.11,0.2444,1.62,Brittle,0.7
mp-1569720,Li4 Si4 Ni2 O12,22,-144.7701,-6.5805,118.62,66.31,167.69,0.2644,1.79,Ductile,1.05
mp-1570562,Li24 Ni4 O16,44,-208.4934,-4.7385,71.26,44.06,109.6,0.2437,1.62,Brittle,0.92
mp-1575286,Li4 Fe2 P4 O14,24,-161.762,-6.7401,118.82,66.71,168.58,0.2635,1.78,Ductile,4.56
mp-1575669,Li4 Co2 P4 O14,24,-159.7067,-6.6544,130.5,72.6,183.74,0.2653,1.8,Ductile,0.74
mp-1579309,Li4 Mn2 P4 O14,24,-167.0647,-6.961,117.92,66.44,167.81,0.2628,1.77,Ductile,0.54
mp-1579553,Li8 Fe4 C4 S4 O28,48,-309.8829,-6.4559,115.52,58.97,151.19,0.2819,1.96,Ductile,1.14
mp-1638861,Li8 V4 C8 O24,44,-312.8722,-7.1107,77.37,46.75,116.74,0.2485,1.65,Brittle,1.68
mp-1641670,Li24 Ni4 O16,44,-208.5115,-4.7389,71.88,44.17,109.99,0.245,1.63,Brittle,1.03
mp-1642784,Li8 Co4 P8 O28,48,-317.7682,-6.6202,139.78,69.27,178.34,0.2874,2.02,Ductile,2.34
mp-1643730,Li24 Ni4 O16,44,-208.5007,-4.7387,70.05,43.62,108.37,0.2422,1.61,Brittle,1.5
mp-1644021,Li8 Fe4 P8 O28,48,-324.3926,-6.7582,122.45,70.28,176.98,0.2591,1.74,Brittle,0.78
mp-1645783,Li8 Si8 Ni4 O24,44,-289.537,-6.5804,123.62,66.45,169.06,0.2721,1.86,Ductile,1.07
mp-1648306,Li4 Fe2 P4 O14,24,-162.1909,-6.758,121.62,69.73,175.62,0.2593,1.74,Brittle,1.49
mp-1648601,Li12 Si6 Ni6 O24,48,-291.0415,-6.0634,119.1,66.08,167.29,0.2659,1.8,Ductile,1.22
mp-1650136,Li8 Fe2 B4 O12,26,-168.705,-6.4887,99.26,56.18,141.78,0.2619,1.77,Ductile,1.2
mp-1650315,Li16 Fe4 B8 O24,52,-337.4078,-6.4886,100.8,56.81,143.48,0.2628,1.77,Ductile,1.99
mp-1650352,Li12 Co4 P4 C4 O28,52,-340.0974,-6.5403,118.33,63.43,161.45,0.2726,1.87,Ductile,1.49
mp-1661345,Li2 Fe2 P6 O18,28,-195.956,-6.9984,129.51,80.89,200.85,0.2415,1.6,Brittle,1.49
mp-1661354,Li4 Co4 P4 O16,28,-184.8236,-6.6008,112.23,58.25,148.98,0.2787,1.93,Ductile,0.62
mp-1661570,Li4 Fe4 P4 O16,28,-190.3471,-6.7981,124.54,64.22,164.4,0.28,1.94,Ductile,0.89
mp-1661648,Li4 Fe4 P4 O16,28,-190.0394,-6.7871,129.6,67.43,172.39,0.2783,1.92,Ductile,1.02
mp-1662030,Li4 Fe4 P4 O16,28,-190.1134,-6.7898,107.2,50.59,131.14,0.2961,2.12,Ductile,1.37
mp-1662205,Li4 Co4 P4 O16,28,-184.8267,-6.601,115.44,58.05,149.16,0.2847,1.99,Ductile,0.6
mp-1663413,Li4 Ni4 P4 O16,28,-173.75,-6.2054,114.43,59.96,153.13,0.277,1.91,Ductile,0.62
mp-1663809,Li4 Mn4 P4 O16,28,-199.9206,-7.14,124.6,66.04,168.38,0.2748,1.89,Ductile,0.71
mp-1663944,Li4 Mn4 P4 O16,28,-200.1878,-7.1496,137.56,68.73,176.75,0.2858,2.0,Ductile,0.46
mp-1665344,Li4 Ni4 P4 O16,28,-175.1594,-6.2557,138.96,81.62,204.78,0.2544,1.7,Brittle,0.62
mp-1667139,Na4 Li8 Fe4 P4 C4 O28,52,-343.485,-6.6055,119.64,60.61,155.56,0.2833,1.97,Ductile,1.7
mp-1982622,Li8 Fe4 P8 O28,48,-324.1565,-6.7533,132.92,78.2,196.13,0.2541,1.7,Brittle,0.97
mp-1986763,Li8 Si8 Ni4 O24,44,-288.3958,-6.5545,124.43,67.82,172.18,0.2694,1.83,Ductile,0.74
mp-2411702,Li2 Fe2 F8,12,-61.4707,-5.1226,75.97,31.43,82.86,0.3182,2.42,Ductile,0.76
mp-2710677,Li1 V1 F6,8,-41.6717,-5.209,95.68,33.02,88.83,0.3453,2.9,Ductile,0.61
mp-2724101,Li2 Hf1 O3,6,-45.5933,-7.5989,142.99,72.63,186.35,0.2828,1.97,Ductile,0.38
mp-759220,Li16 Mn8 P8 O32 F8,72,-476.5174,-6.6183,123.87,64.73,165.37,0.2775,1.91,Ductile,1.35
mp-759227,Li6 Sb4 P6 O24,40,-260.3883,-6.5097,125.67,69.25,175.5,0.2672,1.81,Ductile,1.06
mp-759229,Li16 Fe8 P8 O32 F8,72,-458.0288,-6.3615,118.54,64.62,164.05,0.2693,1.83,Ductile,2.39
mp-759244,Li12 Nb14 Zn1 O42,69,-542.3493,-7.8601,193.88,72.75,193.99,0.3332,2.66,Ductile,1.69
mp-759251,Li4 Sb4 P16 O48,72,-492.9856,-6.847,131.07,80.82,201.13,0.2442,1.62,Brittle,2.68
mp-759263,Li6 Bi6 P8 O32,52,-341.108,-6.5598,131.55,71.66,181.95,0.2695,1.84,Ductile,1.38
mp-759272,Li20 Cr12 Ni4 O32,68,-423.9378,-6.2344,139.02,72.76,185.87,0.2772,1.91,Ductile,1.36
mp-759280,Li2 Zr4 P6 O24,36,-286.3708,-7.9547,150.31,85.07,214.71,0.2619,1.77,Ductile,0.89
mp-759285,Li4 Fe7 O2 F14,27,-147.8275,-5.4751,81.99,25.15,68.46,0.3608,3.26,Ductile,0.59
mp-759289,Li2 Bi2 P8 O24,36,-246.9648,-6.8601,140.14,86.06,214.31,0.2451,1.63,Brittle,1.16
mp-759290,Li6 Bi4 P6 O24,40,-260.8663,-6.5217,109.46,62.34,157.18,0.2607,1.76,Ductile,2.67
mp-759313,Li4 Fe16 P12 O48,80,-559.2792,-6.991,129.25,61.83,159.99,0.2937,2.09,Ductile,2.63
mp-759329,Li2 Bi6 P12 O40,60,-408.7332,-6.8122,118.86,67.15,169.53,0.2623,1.77,Ductile,1.5
mp-759347,Li16 V8 S16 O64,104,-655.4132,-6.3021,128.65,75.55,189.56,0.2544,1.7,Brittle,2.22
mp-759348,Li12 Cr4 Si24 O60,100,-738.4645,-7.3846,145.73,89.89,223.67,0.2442,1.62,Brittle,1.57
mp-759360,Li4 Bi4 P16 O48,72,-494.6928,-6.8707,120.01,77.23,190.78,0.2351,1.55,Brittle,9.67
mp-759372,Li16 Cr8 Si16 O52,92,-659.5106,-7.1686,142.32,81.21,204.7,0.2603,1.75,Ductile,1.96
mp-759381,Li6 Bi4 P6 O24,40,-260.9947,-6.5249,123.28,66.34,168.74,0.2719,1.86,Ductile,2.43
mp-759384,Li2 Sn4 P6 O24,36,-244.9616,-6.8045,144.76,87.89,219.28,0.2475,1.65,Brittle,0.93
mp-759389,Li16 Mn8 F32,56,-307.057,-5.4832,58.35,23.6,62.4,0.3218,2.47,Ductile,0.78
mp-759390,Li12 Bi8 P12 O48,80,-520.7427,-6.5093,120.46,66.4,168.29,0.2672,1.81,Ductile,2.07
mp-759416,Li9 Sb3 P6 O24,42,-269.322,-6.4124,126.55,71.71,180.96,0.2617,1.76,Ductile,2.84
mp-759419,Li2 Sb2 P8 O24,36,-246.0692,-6.8353,146.89,84.69,213.11,0.2582,1.73,Brittle,1.29
mp-759420,Li12 Mn4 F20,36,-191.515,-5.3199,48.87,22.96,59.55,0.2969,2.13,Ductile,0.56
mp-759423,Li2 Cr2 P8 O24,36,-257.9331,-7.1648,156.99,94.12,235.34,0.2502,1.67,Brittle,1.86
mp-759424,Li14 Bi4 P14 O48,80,-528.6107,-6.6076,123.05,74.88,186.75,0.2471,1.64,Brittle,1.11
mp-759429,Li12 Mn8 F28,48,-267.744,-5.578,51.35,21.72,57.12,0.3146,2.36,Ductile,0.76
mp-759444,Li2 Sb4 P6 O22,34,-227.5434,-6.6925,121.24,62.82,160.7,0.2791,1.93,Ductile,1.83
mp-759455,Li4 Sb4 P8 O28,44,-294.6813,-6.6973,126.78,70.72,178.9,0.2648,1.79,Ductile,1.33
mp-759480,Li4 Mn8 F20,32,-191.3215,-5.9788,66.18,22.83,61.43,0.3453,2.9,Ductile,0.71
mp-759485,Li2 Sb2 P8 O24,36,-246.9382,-6.8594,139.13,85.13,212.13,0.2459,1.63,Brittle,6.24
mp-759493,Li4 Sb4 P8 O28,44,-293.6084,-6.6729,134.85,74.47,188.68,0.2668,1.81,Ductile,1.56
mp-759498,Li4 Sb4 P8 O28,44,-294.1198,-6.6845,115.87,62.41,158.72,0.2717,1.86,Ductile,2.5
mp-759540,Li8 Mn16 P16 O60,100,-733.0074,-7.3301,112.45,61.08,155.16,0.27,1.84,Ductile,4.13
mp-759550,Li6 Sb6 P8 O32,52,-341.0632,-6.5589,107.4,59.71,151.12,0.2655,1.8,Ductile,2.22
mp-759568,Li1 Bi1 P2 O7,11,-73.8644,-6.7149,131.3,65.64,168.79,0.2857,2.0,Ductile,1.52
mp-759575,Li8 Fe4 Si4 O16,32,-211.4502,-6.6078,125.51,64.85,165.96,0.2796,1.94,Ductile,0.64
mp-759584,Li8 Fe4 Si16 O40,68,-492.3487,-7.2404,128.64,79.81,198.4,0.243,1.61,Brittle,3.06
mp-759587,Li2 Sb2 P8 O24,36,-246.0633,-6.8351,134.4,76.98,193.91,0.2595,1.75,Brittle,1.42
mp-759596,Li4 Bi4 P8 O28,44,-295.1446,-6.7078,118.64,66.02,167.06,0.2653,1.8,Ductile,3.04
mp-759605,Li4 Fe2 C4 O12,22,-151.6042,-6.8911,88.78,48.66,123.42,0.2683,1.82,Ductile,0.83
mp-759607,Li2 Sb8 P14 O48,72,-489.054,-6.7924,107.67,60.56,152.99,0.2632,1.78,Ductile,11.25
mp-759647,Li4 W4 F24,32,-169.2548,-5.2892,106.46,31.74,86.61,0.3644,3.35,Ductile,1.81
mp-759650,Li6 Bi6 P8 O32,52,-341.1011,-6.5596,117.74,60.92,155.88,0.2794,1.93,Ductile,1.17
mp-759664,Li16 Mn8 F32,56,-305.9682,-5.4637,59.45,24.33,64.22,0.32,2.44,Ductile,0.66
mp-759667,Li8 Sn4 B8 O24,44,-297.2579,-6.7559,107.61,63.72,159.64,0.2527,1.69,Brittle,1.39
mp-759671,Li8 Co4 Si4 O16,32,-206.1311,-6.4416,118.33,58.3,150.23,0.2884,2.03,Ductile,1.04
mp-759673,Li4 Bi4 P8 O28,44,-295.9396,-6.7259,121.82,69.5,175.19,0.2603,1.75,Ductile,3.52
mp-759680,Li2 Si4 Bi2 O12,20,-138.8366,-6.9418,139.44,81.01,203.59,0.2567,1.72,Brittle,0.6
mp-759696,Li2 Bi3 P9 O28,42,-287.1596,-6.8371,143.76,80.73,203.99,0.2635,1.78,Ductile,3.98
mp-759715,K6 Li12 Sb6 P12 O48,84,-532.8308,-6.3432,111.42,57.28,146.7,0.2806,1.95,Ductile,3.52
mp-759726,Li8 Mn4 Si4 O16,32,-220.611,-6.8941,115.94,60.25,154.05,0.2785,1.92,Ductile,0.51
mp-759734,Li12 Bi8 P12 O48,80,-521.2692,-6.5159,114.9,61.43,156.42,0.2731,1.87,Ductile,2.75
